"The number of seconds before an API call should time out.","The number of seconds before an API call should time out.","module","EffectConnect_Marketplaces"
"Connection","Connection","module","EffectConnect_Marketplaces"
"Connection ID","Connection ID","module","EffectConnect_Marketplaces"
"ID","ID","module","EffectConnect_Marketplaces"
"Type","Type","module","EffectConnect_Marketplaces"
"Code","Code","module","EffectConnect_Marketplaces"
"Process","Process","module","EffectConnect_Marketplaces"
"Subject","Subject","module","EffectConnect_Marketplaces"
"Subject Type","Subject Type","module","EffectConnect_Marketplaces"
"Subject ID","Subject ID","module","EffectConnect_Marketplaces"
"Message","Message","module","EffectConnect_Marketplaces"
"Payload","Payload","module","EffectConnect_Marketplaces"
"Occurred At","Occurred At","module","EffectConnect_Marketplaces"
"EffectConnect Marketplaces","EffectConnect Marketplaces","module","EffectConnect_Marketplaces"
"EffectConnect","EffectConnect","module","EffectConnect_Marketplaces"
"Marketplaces","Marketplaces","module","EffectConnect_Marketplaces"
"Log","Log","module","EffectConnect_Marketplaces"
"Connections","Connections","module","EffectConnect_Marketplaces"
"This connection no longer exists.","This connection no longer exists.","module","EffectConnect_Marketplaces"
"Edit Connection","Edit Connection","module","EffectConnect_Marketplaces"
"Add Connection","Add Connection","module","EffectConnect_Marketplaces"
"The connection has been deleted.","The connection has been deleted.","module","EffectConnect_Marketplaces"
"This connection does not exist.","This connection does not exist.","module","EffectConnect_Marketplaces"
"The connection has been saved.","The connection has been saved.","module","EffectConnect_Marketplaces"
"The connection could not been saved.","The connection could not been saved.","module","EffectConnect_Marketplaces"
"Save","Save","module","EffectConnect_Marketplaces"
"Delete","Delete","module","EffectConnect_Marketplaces"
"Product","Product","module","EffectConnect_Marketplaces"
"Order","Order","module","EffectConnect_Marketplaces"
"Shipment","Shipment","module","EffectConnect_Marketplaces"
"Success","Success","module","EffectConnect_Marketplaces"
"Info","Info","module","EffectConnect_Marketplaces"
"Notice","Notice","module","EffectConnect_Marketplaces"
"Warning","Warning","module","EffectConnect_Marketplaces"
"Error","Error","module","EffectConnect_Marketplaces"
"Fatal","Fatal","module","EffectConnect_Marketplaces"
"Configuration","Configuration","module","EffectConnect_Marketplaces"
"Logs","Logs","module","EffectConnect_Marketplaces"
"Yes","Yes","module","EffectConnect_Marketplaces"
"No","No","module","EffectConnect_Marketplaces"
"Sources","Sources","module","EffectConnect_Marketplaces"
"Stocks","Stocks","module","EffectConnect_Marketplaces"
"Traditional","Traditional","module","EffectConnect_Marketplaces"
"Not Recommended","Not Recommended","module","EffectConnect_Marketplaces"
"Salable","Salable","module","EffectConnect_Marketplaces"
"Physical","Physical","module","EffectConnect_Marketplaces"
"Website","Website","module","EffectConnect_Marketplaces"
"Stock","Stock","module","EffectConnect_Marketplaces"
"Show Payload","Show Payload","module","EffectConnect_Marketplaces"
"Show Message","Show Message","module","EffectConnect_Marketplaces"
"Log Item %s - Message","Log Item %s - Message","module","EffectConnect_Marketplaces"
"Log Item %s - Payload","Log Item %s - Payload","module","EffectConnect_Marketplaces"
"Is active","Is active","module","EffectConnect_Marketplaces"
"Name","Name","module","EffectConnect_Marketplaces"
"Are you sure you want to delete connection","Are you sure you want to delete connection: ","module","EffectConnect_Marketplaces"
"Export Catalog","Export Catalog","module","EffectConnect_Marketplaces"
"Export Offers","Export Offers","module","EffectConnect_Marketplaces"
"Export Order Shipment","Export Order Shipment","module","EffectConnect_Marketplaces"
"Export Log","Export Log","module","EffectConnect_Marketplaces"
"Import Orders","Import Orders","module","EffectConnect_Marketplaces"
"Import Channels","Import Channels","module","EffectConnect_Marketplaces"
"Clean Log","Clean Log","module","EffectConnect_Marketplaces"
"Undefined","Undefined","module","EffectConnect_Marketplaces"
"Connections Form","Connections Form","module","EffectConnect_Marketplaces"
"Connection Details","Connection Details","module","EffectConnect_Marketplaces"
"Back","Back","module","EffectConnect_Marketplaces"
"Active","Active","module","EffectConnect_Marketplaces"
"Used for internal reference only.","Used for internal reference only.","module","EffectConnect_Marketplaces"
"Catalog to export","Catalog to export","module","EffectConnect_Marketplaces"
"The catalog of which website should be used for exporting to EffectConnect. The mapping of the store-views for each language in the selected website can be set-up below.","The catalog of which website should be used for exporting to EffectConnect. The mapping of the store-views for each language in the selected website can be set-up below.","module","EffectConnect_Marketplaces"
"Languages to export","Languages to export","module","EffectConnect_Marketplaces"
"Language","Language","module","EffectConnect_Marketplaces"
"Store View","Store View","module","EffectConnect_Marketplaces"
"Catalog to export (website)","Catalog to export (website)","module","EffectConnect_Marketplaces"
"Exclude from export","Exclude from export","module","EffectConnect_Marketplaces"
"Catalog Export Has Started","Catalog export started","module","EffectConnect_Marketplaces"
"Catalog Export Has Ended","Catalog export ended","module","EffectConnect_Marketplaces"
"Catalog Export Connection Failed","Catalog export for connection failed","module","EffectConnect_Marketplaces"
"Catalog Export Obligated Attribute Not Set","Obligated attribute not set","module","EffectConnect_Marketplaces"
"Catalog Export Ean Not Valid","EAN not valid","module","EffectConnect_Marketplaces"
"Catalog Export Ean Already In Use","EAN already in use","module","EffectConnect_Marketplaces"
"Catalog Export Product Option Already In Export","Product option already in export","module","EffectConnect_Marketplaces"
"Catalog Export Product Has No Valid Options","Product has no valid options","module","EffectConnect_Marketplaces"
"Catalog Export Product Not Found","Product not found","module","EffectConnect_Marketplaces"
"Catalog Export File Creation Failed","File creation failed","module","EffectConnect_Marketplaces"
"Catalog Export Xml Generation Failed","XML generation failed","module","EffectConnect_Marketplaces"
"Catalog Export Attribute Value Reached Maximum","Attribute value reached maximum","module","EffectConnect_Marketplaces"
"Catalog Export Attribute Value Reached Minimum","Attribute value reached minimum","module","EffectConnect_Marketplaces"
"Catalog Export Product Not Enabled","Product not enabled","module","EffectConnect_Marketplaces"
"Catalog Export Product Not Visible","Product not visible","module","EffectConnect_Marketplaces"
"Catalog Export Product Type Not Supported","Product type not supported","module","EffectConnect_Marketplaces"
"Catalog Export Maximum Images Exceeded","Maximum amount of images exceeded","module","EffectConnect_Marketplaces"
"Catalog Export No Storeview Mapping Defined","No storeviews defined in connection","module","EffectConnect_Marketplaces"
"Catalog Export Product Has No Sku","Product has no SKU","module","EffectConnect_Marketplaces"
"Offers Export Has Started","Offers export has started","module","EffectConnect_Marketplaces"
"Offers Export Has Ended","Offers export has ended","module","EffectConnect_Marketplaces"
"Offers Export Product Success","Product offer exported successfully","module","EffectConnect_Marketplaces"
"Offers Export Product Failed","Product offer export failed","module","EffectConnect_Marketplaces"
"Offers Export Connection Failed","Offers export for connection failed","module","EffectConnect_Marketplaces"
"Offers Export Obligated Attribute Not Set","Obligated attribute not set","module","EffectConnect_Marketplaces"
"Offers Export Product Not Found","Product not found","module","EffectConnect_Marketplaces"
"Offers Export File Creation Failed","File creation failed","module","EffectConnect_Marketplaces"
"Offers Export Xml Generation Failed","XML generation failed","module","EffectConnect_Marketplaces"
"Log Log Cleaned","Log cleaned","module","EffectConnect_Marketplaces"
"Log Export Save Error","Log export save error","module","EffectConnect_Marketplaces"
"Log Export Connection Error","Log export connection error","module","EffectConnect_Marketplaces"
"Log Export Allowed Call Error","Log export not allowed","module","EffectConnect_Marketplaces"
"Log Export Create Error","Creating log export failed","module","EffectConnect_Marketplaces"
"Log Export File Creation Failed","File creation failed","module","EffectConnect_Marketplaces"
"Log Export Xml Generation Failed","XML generation failed","module","EffectConnect_Marketplaces"
"Log Export Succeeded","Log export succeeded","module","EffectConnect_Marketplaces"
"Order Import Failed","Orders import failed","module","EffectConnect_Marketplaces"
"Order Import Succeeded","Orders import succeeded","module","EffectConnect_Marketplaces"
"Order Import Skipped","Order skipped","module","EffectConnect_Marketplaces"
"Order Import Discount Code Failed","Discount code failed","module","EffectConnect_Marketplaces"
"Order Import Send Order Email Failed","Sending order email failed","module","EffectConnect_Marketplaces"
"Order Import Already Exists","Order already exists","module","EffectConnect_Marketplaces"
"Order Import Has Started","Orders import has started","module","EffectConnect_Marketplaces"
"Order Import Has Ended","Orders import has ended","module","EffectConnect_Marketplaces"
"Order Import Update Failed","Update failed","module","EffectConnect_Marketplaces"
"Order Import Add Tag Failed","Adding tag failed","module","EffectConnect_Marketplaces"
"Order Import No Orders Available","No orders available","module","EffectConnect_Marketplaces"
"Channel Import Executed","Channel import executed","module","EffectConnect_Marketplaces"
"Shipment Export Succeeded","Shipment export succeeded","module","EffectConnect_Marketplaces"
"Shipment Export Failed","Shipment export failed","module","EffectConnect_Marketplaces"
"Edit Connection","Edit Connection","module","EffectConnect_Marketplaces"
"Version","Version","module","EffectConnect_Marketplaces"
"None","None","module","EffectConnect_Marketplaces"
"One Day","1 day","module","EffectConnect_Marketplaces"
"Three Days","3 days","module","EffectConnect_Marketplaces"
"One Week","1 week","module","EffectConnect_Marketplaces"
"Two Weeks","2 weeks","module","EffectConnect_Marketplaces"
"One Month","1 month","module","EffectConnect_Marketplaces"
"Log expiration","Log expiration","module","EffectConnect_Marketplaces"
"All settings related to the logging behaviour for the EffectConnect Marketplaces log.","All settings related to the logging behaviour for the EffectConnect Marketplaces log.","module","EffectConnect_Marketplaces"
"Select how long the log should be preserved before the expired entries will automatically be removed from the log.","Select how long the log should be preserved before the expired entries will automatically be removed from the log.","module","EffectConnect_Marketplaces"
"Log entry with specified ID %1 not found.","Log entry with specified ID %1 not found.","module","EffectConnect_Marketplaces"
"Unable to remove log entry with ID %1. Error: %2","Unable to remove log entry with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to remove log entry. Error: %1","Unable to remove log entry. Error: %1","module","EffectConnect_Marketplaces"
"Unable to save log entry with ID %1. Error: %2","Unable to save log entry with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to save new log entry. Error: %1","Unable to save new log entry. Error: %1","module","EffectConnect_Marketplaces"
"Connection storeview with specified ID %1 not found.","Connection storeview with specified ID %1 not found.","module","EffectConnect_Marketplaces"
"Unable to remove connection storeview with ID %1. Error: %2","Unable to remove connection storeview with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to remove connection storeview. Error: %1","Unable to remove connection storeview. Error: %1","module","EffectConnect_Marketplaces"
"Unable to save connection storeview with ID %1. Error: %2","Unable to save connection storeview with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to save connection storeview. Error: %1","Unable to save connection storeview. Error: %1","module","EffectConnect_Marketplaces"
"Connection with specified ID %1 not found.","Connection with specified ID %1 not found.","module","EffectConnect_Marketplaces"
"Unable to remove connection with ID %1. Error: %2","Unable to remove connection with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to remove connection. Error: %1","Unable to remove connection. Error: %1","module","EffectConnect_Marketplaces"
"Unable to save connection with ID %1. Error: %2","Unable to save connection with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to save connection. Error: %1","Unable to save connection. Error: %1","module","EffectConnect_Marketplaces"
"Storeviews to export","Storeviews to export","module","EffectConnect_Marketplaces"
"Storeview","Storeview","module","EffectConnect_Marketplaces"
"Website ID","Website ID","module","EffectConnect_Marketplaces"
"Storeview ID","Storeview ID","module","EffectConnect_Marketplaces"
"Mapping language","Mapping language","module","EffectConnect_Marketplaces"
"No export for this storeview","No export for this storeview","module","EffectConnect_Marketplaces"
"Order Import","Order Import","module","EffectConnect_Marketplaces"
"All settings related to the order import from a EffectConnect Marketplaces connection to the current Magento 2 installation.","All settings related to the order import from a EffectConnect Marketplaces connection to the current Magento 2 installation.","module","EffectConnect_Marketplaces"
"Offer Export","Offer Export","module","EffectConnect_Marketplaces"
"All settings related to the offer (stock, price and delivery time) export from the current Magento 2 installation to a EffectConnect Marketplaces connection.","All settings related to the offer (stock, price and delivery time) export from the current Magento 2 installation to a EffectConnect Marketplaces connection.","module","EffectConnect_Marketplaces"
"Stock tracking","Stock tracking","module","EffectConnect_Marketplaces"
"Enabled","Enabled","module","EffectConnect_Marketplaces"
"Disabled","Disabled","module","EffectConnect_Marketplaces"
"When enabled the products will use the individual stock in the export. When disabled a fictional stock is used for all products in the export.","When enabled the products will use the individual stock in the export. When disabled a fictional stock is used for all products in the export."
"Fictional stock","Fictional stock","module","EffectConnect_Marketplaces"
"The stock amount used for all products in the export, when stock tracking is disabled.","The stock amount used for all products in the export, when stock tracking is disabled.","module","EffectConnect_Marketplaces"
"Storeview for image URLs","Storeview for image URLs","module","EffectConnect_Marketplaces"
"This setting determines from which storeview the media URL should be used for the product images when exporting the catalog to EffectConnect Marketplaces.","This setting determines from which storeview the media URL should be used for the product images when exporting the catalog to EffectConnect Marketplaces.","module","EffectConnect_Marketplaces"
"Select the language for this storeview or exclude it from the export.","Select the language for this storeview or exclude it from the export.","module","EffectConnect_Marketplaces"
"Schedule","Schedule","module","EffectConnect_Marketplaces"
"Determines if and when the catalog export process will run.","Determines if and when the catalog export process will run.","module","EffectConnect_Marketplaces"
"Determines if and when the offer export process will run.","Determines if and when the offer export process will run.","module","EffectConnect_Marketplaces"
"Custom schedule","Custom schedule","module","EffectConnect_Marketplaces"
"Determines when the catalog export process will run (using cron expression format).","Determines when the catalog export process will run (using cron expression format).","module","EffectConnect_Marketplaces"
"Determines when the offer export process will run (using cron expression format).","Determines when the offer export process will run (using cron expression format).","module","EffectConnect_Marketplaces"
"Export on product change","Export on product change","module","EffectConnect_Marketplaces"
"Determines if the offer for a product should be exported when the product changes (event based).","Determines if the offer for a product should be exported when the product changes (event based).","module","EffectConnect_Marketplaces"
"Cron expression is not valid.","Cron expression is not valid.","module","EffectConnect_Marketplaces"
"Example of next three cycles","Example of next three cycles","module","EffectConnect_Marketplaces"
"and","and","module","EffectConnect_Marketplaces"
"Every","Every","module","EffectConnect_Marketplaces"
"every day","every day","module","EffectConnect_Marketplaces"
"minute past the","minute past the","module","EffectConnect_Marketplaces"
"hour","hour","module","EffectConnect_Marketplaces"
"minute of","minute of","module","EffectConnect_Marketplaces"
"hour, on the hour","hour, on the hour","module","EffectConnect_Marketplaces"
"minute past every hour","minute past every hour","module","EffectConnect_Marketplaces"
"minute","minute","module","EffectConnect_Marketplaces"
"on the","on the","module","EffectConnect_Marketplaces"
"of every month","of every month","module","EffectConnect_Marketplaces"
"and every","and every","module","EffectConnect_Marketplaces"
"on","on","module","EffectConnect_Marketplaces"
"day of every month","day of every month","module","EffectConnect_Marketplaces"
"in","in","module","EffectConnect_Marketplaces"
"The credentials are valid.","The credentials are valid.","module","EffectConnect_Marketplaces"
"The credentials are NOT valid.","The credentials are NOT valid.","module","EffectConnect_Marketplaces"
"An error occured when testing the credentials.","An error occured when testing the credentials.","module","EffectConnect_Marketplaces"
"Test credentials","Test credentials","module","EffectConnect_Marketplaces"
"Determines if and when the order import process will run.","Determines if and when when the order import process will run.","module","EffectConnect_Marketplaces"
"Determines when the order import process will run (using cron expression format).","Determines when the order import process will run (using cron expression format).","module","EffectConnect_Marketplaces"
"Cannot save cron expression because it is not valid.","Cannot save cron expression because it is not valid.","module","EffectConnect_Marketplaces"
"Saving processes cron schedule failed.","Saving processes cron schedule failed.","module","EffectConnect_Marketplaces"
"Custom schedule (using cron expression format)","Custom schedule (using cron expression format)","module","EffectConnect_Marketplaces"
"starting at 21:00 [9:00 PM]","starting at 21:00 [9:00 PM]","module","EffectConnect_Marketplaces"
"starting at 0:00","starting at 0:00","module","EffectConnect_Marketplaces"
"Every %s minutes","Every %s minutes","module","EffectConnect_Marketplaces"
"Every %s hours","Every %s hours","module","EffectConnect_Marketplaces"
"Every hour","Every hour","module","EffectConnect_Marketplaces"
"Every day","Every day","module","EffectConnect_Marketplaces"
"starting at 0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50 and 55 minutes past the hour","starting at 0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50 and 55 minutes past the hour","module","EffectConnect_Marketplaces"
"starting at 0, 15, 30 and 45 minutes past the hour","starting at 0, 15, 30 and 45 minutes past the hour","module","EffectConnect_Marketplaces"
"starting at 0 and 30 minutes past the hour","starting at 0 and 30 minutes past the hour","module","EffectConnect_Marketplaces"
"starting at 0 minutes past the hour","starting at 0 minutes past the hour","module","EffectConnect_Marketplaces"
"The channel mapping has been deleted.","The channel mapping has been deleted.","module","EffectConnect_Marketplaces"
"The channel mapping could not been deleted.","The channel mapping could not been deleted.","module","EffectConnect_Marketplaces"
"Add channel mapping","Add channel mapping","module","EffectConnect_Marketplaces"
"Edit channel mapping","Edit channel mapping","module","EffectConnect_Marketplaces"
"This channel mapping no longer exists.","This channel mapping no longer exists.","module","EffectConnect_Marketplaces"
"Channel mapping","Channel mapping","module","EffectConnect_Marketplaces"
"Channel Mapping","Channel Mapping","module","EffectConnect_Marketplaces"
"The channel mapping has been saved.","The channel mapping has been saved.","module","EffectConnect_Marketplaces"
"The channel mapping could not been saved.","The channel mapping could not been saved.","module","EffectConnect_Marketplaces"
"The connection could not been deleted.","The connection could not been deleted.","module","EffectConnect_Marketplaces"
"Edit connection %1","Edit connection %1","module","EffectConnect_Marketplaces"
"Each language can only be selected once.","Each language can only be selected once.","module","EffectConnect_Marketplaces"
"The connection could not been saved. Message: %1.","The connection could not been saved. Message: %1.","module","EffectConnect_Marketplaces"
"Only import internal orders","Only import internal orders","module","EffectConnect_Marketplaces"
"Only import orders that are fulfilled externally","Only import orders that are fulfilled externally","module","EffectConnect_Marketplaces"
"Import both internal orders and orders that are fulfilled externally","Import both internal orders and orders that are fulfilled externally","module","EffectConnect_Marketplaces"
"No connections found to fetch channels from.","No connections found to fetch channels from.","module","EffectConnect_Marketplaces"
"Channels for connection %1 could not been fetched (error message: %2).","Channels for connection %1 could not been fetched (error message: %2).","module","EffectConnect_Marketplaces"
"No channels found for connection %1.","No channels found for connection %1.","module","EffectConnect_Marketplaces"
"Channels for connection %1 successfully refreshed.","Channels for connection %1 successfully refreshed.","module","EffectConnect_Marketplaces"
"Error when saving channels for connection %1 (error message: %2).","Error when saving channels for connection %1 (error message: %2).","module","EffectConnect_Marketplaces"
"Product with ID %1 does not have a valid EAN (%2) and will therefor not be included in the catalog export.","Product with ID %1 does not have a valid EAN (%2) and will therefor not be included in the catalog export.","module","EffectConnect_Marketplaces"
"Product with ID %1 does not have a SKU and will therefor not be included in the catalog export.","Product with ID %1 does not have a SKU and will therefor not be included in the catalog export.","module","EffectConnect_Marketplaces"
"Missing obligated attribute (%1) in product.","Missing obligated attribute (%1) in product.","module","EffectConnect_Marketplaces"
"Order import failed.","Order import failed.","module","EffectConnect_Marketplaces"
"Order import failed when updating order: %1.","Order import failed when updating order: %1.","module","EffectConnect_Marketplaces"
"Order import failed when creating empty quote. Message: %1.","Order import failed when creating empty quote. Message: %1.","module","EffectConnect_Marketplaces"
"Order import failed when trying to set currency to %1. Message: %2.","Order import failed when trying to set currency to %1. Message: %2.","module","EffectConnect_Marketplaces"
"Order import failed when creating new customer. Message: %1.","Order import failed when creating new customer. Message: %1.","module","EffectConnect_Marketplaces"
"Order import failed when fetching customer to assign the order to. Message: %1.","Order import failed when fetching customer to assign the order to. Message: %1.","module","EffectConnect_Marketplaces"
"Order import failed when adding customer to quote.","Order import failed when adding customer to quote.","module","EffectConnect_Marketplaces"
"Order import failed when assigning customer to quote. Message: %1.","Order import failed when assigning customer to quote. Message: %1.","module","EffectConnect_Marketplaces"
"NOTE: some prices were adjusted to be able to import the import to Magento.","NOTE: some prices were adjusted to be able to import the import to Magento.","module","EffectConnect_Marketplaces"
"Order import failed when trying to match product by sku %1.","Order import failed when trying to match product by sku %1.","module","EffectConnect_Marketplaces"
"Order import failed when trying to load product by id %1.","Order import failed when trying to load product by id %1.","module","EffectConnect_Marketplaces"
"Order import failed when adding product (id: %1) to quote.","Order import failed when adding product (id: %1) to quote.","module","EffectConnect_Marketplaces"
"Order import failed when adding product (id: %1) to quote with message [%2].","Order import failed when adding product (id: %1) to quote with message [%2].","module","EffectConnect_Marketplaces"
"Order import failed when adding billing address to quote: %1.","Order import failed when adding billing address to quote: %1.","module","EffectConnect_Marketplaces"
"Order import failed when adding shipping address to quote: %1.","Order import failed when adding shipping address to quote: %1.","module","EffectConnect_Marketplaces"
"Order import failed when adding shipping and payment methods to quote: %1.","Order import failed when adding shipping and payment methods to quote: %1.","module","EffectConnect_Marketplaces"
"Applying discount code (%1) failed when importing order.","Applying discount code (%1) failed when importing order.","module","EffectConnect_Marketplaces"
"Order imported from EffectConnect Marketplaces","Order imported from EffectConnect Marketplaces","module","EffectConnect_Marketplaces"
"Channel:","Channel:","module","EffectConnect_Marketplaces"
"Order number channel:","Order number channel:","module","EffectConnect_Marketplaces"
"Order import failed when submitting quote: %1.","Order import failed when submitting quote: %1.","module","EffectConnect_Marketplaces"
"Generating the catalog XML for website %1 failed.","Generating the catalog XML for website %1 failed.","module","EffectConnect_Marketplaces"
"Generating the catalog XML file for website %1 failed.","Generating the catalog XML file for website %1 failed.","module","EffectConnect_Marketplaces"
"Generating the offers XML for website %1 failed.","Generating the offers XML for website %1 failed.","module","EffectConnect_Marketplaces"
"Generating the offers XML file for website %1 failed.","Generating the offers XML file for website %1 failed.","module","EffectConnect_Marketplaces"
"Unable to save channel with ID %1. Error: %2","Unable to save channel with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to save channel. Error: %1","Unable to save channel. Error: %1","module","EffectConnect_Marketplaces"
"Channel with specified ID %1 not found.","Channel with specified ID %1 not found.","module","EffectConnect_Marketplaces"
"Unable to remove channel with ID %1. Error: %2","Unable to remove channel with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to remove channel. Error: %1","Unable to remove channel. Error: %1","module","EffectConnect_Marketplaces"
"Channel mapping with specified ID %1 not found.","Channel mapping with specified ID %1 not found.","module","EffectConnect_Marketplaces"
"Unable to remove channel mapping with ID %1. Error: %2","Unable to remove channel mapping with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to remove channel mapping. Error: %1","Unable to remove channel mapping. Error: %1","module","EffectConnect_Marketplaces"
"Unable to save channel mapping with ID %1. Error: %2","Unable to save channel mapping with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to save channel mapping. Error: %1","Unable to save channel mapping. Error: %1","module","EffectConnect_Marketplaces"
"Unable to save order line with ID %1. Error: %2","Unable to save order line with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to save order line. Error: %1","Unable to save order line. Error: %1","module","EffectConnect_Marketplaces"
"ProductOfferExportQueueItem entry with specified ID %1 not found.","ProductOfferExportQueueItem entry with specified ID %1 not found.","module","EffectConnect_Marketplaces"
"Unable to remove ProductOfferExportQueueItem entry with ID %1. Error: %2","Unable to remove ProductOfferExportQueueItem entry with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to remove ProductOfferExportQueueItem entry. Error: %1","Unable to remove ProductOfferExportQueueItem entry. Error: %1","module","EffectConnect_Marketplaces"
"Unable to save ProductOfferExportQueueItem entry with ID %1. Error: %2","Unable to save ProductOfferExportQueueItem entry with ID %1. Error: %2","module","EffectConnect_Marketplaces"
"Unable to save new ProductOfferExportQueueItem entry. Error: %1","Unable to save new ProductOfferExportQueueItem entry. Error: %1","module","EffectConnect_Marketplaces"
